"Code","Title","Platform","Is Low Cost","Is Missed Opportunity","Judgement","Impact","Impact Score","Notes","Topic","Review Tool Link","Selected scenarios"
"#841M","Ensure a Consistently High Level of Detail in the Product Descriptions","Mobile Web","No","No","Violated Low","Disruptive",-1.4,"","Mobile Web > Mobile Product Page > Mobile Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a7e03826/assessments/pLhZidR-2","Issues with product descriptions · Product aspects are not described"
"#1094M","Ensure Spacing between Tappable Elements on Mobile is at Least 2mm","Mobile Web","No","Yes","Violated Low","Disruptive",-1.4,"","Mobile Web > Mobile Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e07ea3e4/assessments/QWopYdgSJ","Minor inadequate spacing between tappable elements"
"#362D","Always Provide Alternate Paths and Content on ""No Results"" Pages","Desktop","No","Yes","Violated Low","Disruptive",-1.3,"","Desktop Web > On-Site Search > Search Results Layout & Filtering","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b183a8b5/assessments/FqzZzpoJ","""No Results"" page can be triggered by certain search queries  · Category suggestions relevant to the search query are present · Popular products or featured categories are offered"
"#240M","Be Cautious if Displaying Ads on the Homepage","Mobile Web","No","Yes","Violated Low","Disruptive",-1.3,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Homepage","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8d7e4818/assessments/5i9UNhMwM1y","Issues with overly distracting ads, promotional content, and/or ad-looking content on the homepage present · Ads are very visually demanding and distracting"
"#236D","Consider Including the Main Navigation Categories Directly on the Homepage","Desktop","No","No","Violated High","Interruption",-1.2,"","Desktop Web > Homepage & Category Navigation > Homepage","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/2823dfaf/assessments/B2uztsa3g",""
"#2375D","Always Allow Guest Users in Product Lists to Save Items to Wishlists","Desktop","No","No","Violated High","Interruption",-1.2,"","Desktop Web > Product Lists & Filtering > List Item Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7f36e7e2/assessments/s7kk8l35","Visually-driven products are mainly being sold · No option to save product list items to the wishlist is available"
"#284D","Don't Show Overlay Dialogs on Page Load","Desktop","Yes","No","Violated High","Interruption",-1.2,"","Desktop Web > Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e908fb90/assessments/4ATpaOaVm","Overlay is immediately shown on the page load "
"#273D","Interlink the Different Content Sections Throughout your Site","Desktop","No","No","Violated High","Interruption",-1.2,"","Desktop Web > Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e908fb90/assessments/rAcr7d01s","No links back to the product catalog are available in the non-product list content"
"#236M","Consider Including the Main Navigation Categories Directly on the Homepage","Mobile Web","No","No","Violated High","Interruption",-1.2,"It exists BUT should be designed better (More visual/easier to scan for user)","Mobile Web > Mobile Homepage & Category Navigation > Mobile Homepage","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8d7e4818/assessments/IAdyZvXUOA",""
"#303D","Consider Including Thematic Resources and Guides in the Main Navigation","Desktop","No","Yes","Violated Low","Interruption",-1,"","Desktop Web > Homepage & Category Navigation > Main Navigation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ce2db8fb/assessments/EzCKVtXlE","Thematic resources are in the main navigation · No visual separation for thematic resources · 1-3 thematic resources are not visually separated from the product categories in the main navigation"
"#308D","Present Subcategories as the Primary Content on Intermediary Category Pages","Desktop","No","No","Violated Low","Interruption",-1,"","Desktop Web > Homepage & Category Navigation > Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/c04bf751/assessments/xNvMokJ30n",""
"#311D","Consider Enhancing Intermediary Category Pages with Auxiliary Content and Links","Desktop","No","No","Violated Low","Interruption",-1,"","Desktop Web > Homepage & Category Navigation > Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/c04bf751/assessments/emhmUkKfB",""
"#531D","Prominently Display the Total Number of List Items or Search Results","Desktop","Yes","No","Violated Low","Interruption",-1,"The number of articles is only shown in the search, not in the category page","Desktop Web > Product Lists & Filtering > List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b11922f0/assessments/RNKrsEBGN",""
"#804D","Include “Find in Store” Information Near the “Buy” Section","Desktop","No","No","Violated High","Interruption",-1,"","Desktop Web > Product Page > The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/512a3f5e/assessments/-EV3wdSO","Brick-and-mortar stores are available · No ""Find in Store"" feature is available near the ""Buy"" section on the product details page"
"#860D","Highlight Key Product Features in the Product Headline","Desktop","No","No","Violated Low","Interruption",-1,"","Desktop Web > Product Page > Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/5dcd245b/assessments/ITJR1EzD","No key product features are included in the product headline/subtitle"
"#940D","Avoid Non-User-Initiated Live Chat Dialogs and on Mobile be Cautious with ‘Sticky’ Chat Elements","Desktop","Yes","No","Violated High","Interruption",-1,"","Desktop Web > Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e908fb90/assessments/nbSsHOffg","Live chat is available via an overlay dialog, dialog pop-up, or a ""sticky"" element · Chat appears multiple times, even after dismissing it · Chat request interrupts  browsing"
"#1707M"," Always Highlight Core Product and Brand Features on the Homepage","Mobile Web","No","No","Violated Low","Interruption",-1,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Homepage","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8d7e4818/assessments/Fn2VquQkM","Some key product or brand details details are missing from the homepage · Key product details"
"#1006M","Have a “View All” Option in the Main Navigation at Each Level of the Mobile Product Catalog","Mobile Web","Yes","Yes","Violated Low","Interruption",-1,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Main Navigation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/55c2b50c/assessments/HzJ-pCV6m","No nested ""View All"" option (or similar) is present in the main navigation · Possible to view all products in a category only by tapping the category name"
"#303M","Consider Including Thematic Resources and Guides in the Main Navigation","Mobile Web","No","Yes","Violated Low","Interruption",-1,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Main Navigation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/55c2b50c/assessments/5QuT0pV54o","Thematic resources are in the main navigation · No visual separation for thematic resources · 1-3 thematic resources are not visually separated from the product categories in the main navigation"
"#307M","Consider Having the First 1–2 Levels of the Site Taxonomy Implemented as Intermediary Category Pages","Mobile Web","No","Yes","Violated Low","Interruption",-1,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/31db2a2e/assessments/t6NDqdPD8",""
"#804M","Include “Find in Store” Information Near the “Buy” Section","Mobile Web","No","No","Violated High","Interruption",-1,"","Mobile Web > Mobile Product Page > Mobile The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/002344dc/assessments/NNEmU1tTr","Brick-and-mortar stores are available · No ""Find in Store"" feature is available near the ""Buy"" section on the product details page"
"#860M","Highlight Key Product Features in the Product Headline","Mobile Web","No","No","Violated Low","Interruption",-1,"","Mobile Web > Mobile Product Page > Mobile Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a7e03826/assessments/PvuoRj3co","No key product features are included in the product headline/subtitle"
"#307D","Consider Having the First 1–2 Levels of the Site Taxonomy Implemented as Intermediary Category Pages","Desktop","No","No","Violated Low","Interruption",-0.9,"","Desktop Web > Homepage & Category Navigation > Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/c04bf751/assessments/CXGZSpN9b",""
"#2700D","Support Users Looking for Products Based on ""Use Cases"" ","Desktop","No","No","Violated Low","Interruption",-0.9,"","Desktop Web > On-Site Search > Search Query Types","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/11fdb079/assessments/hsqnc7tv","Limited support is provided for ""Use Case"" search queries · 41% to 80% of ""Use Case"" search queries were unsuccessful"
"#2700M","Support Users Looking for Products Based on ""Use Cases"" ","Mobile Web","No","No","Violated Low","Interruption",-0.9,"","Mobile Web > Mobile On-Site Search > Mobile Search Query Types","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/28038e11/assessments/jwkkc791","Limited support is provided for ""Use Case"" search queries · 41% to 80% of ""Use Case"" search queries were unsuccessful"
"#932M","Mobile List Item Info Should Highlight Products’ Key Features","Mobile Web","No","Yes","Violated Low","Interruption",-0.6,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bcdbc307/assessments/d3VTKkFS8","No truncation of the list item info is present · Only one feature out of several key features is available "
"#288M","Consider Visually Separating Sitewide Courtesy Navigation from Main Product Navigation","Mobile Web","No","Yes","Violated Low","Interruption",-0.5,"Es gibt Service Menüpunkte, welche aber nicht speziell von dem Rest des Menü's getrennt sind","Mobile Web > Mobile Homepage & Category Navigation > Mobile Main Navigation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/55c2b50c/assessments/YOCsC0HOg","Courtesy navigation options are provided in the main navigation menu · Only very minimal courtesy navigation options are provided"
"#288D","Consider Visually Separating Sitewide Courtesy Navigation from Main Product Navigation","Desktop","No","No","Violated High","Interruption",-0.4,"","Desktop Web > Homepage & Category Navigation > Main Navigation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ce2db8fb/assessments/Mf_IGj7B-","Courtesy navigation options merge with the main product navigation "
"#827D","Provide a List of Recently Viewed Items","Desktop","No","No","Violated High","Interruption",-0.4,"","Desktop Web > Product Page > Product Page Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e7014c51/assessments/8-8QQswN","No list of ""Recently Viewed"" products is present"
"#761D"," Consider Providing a 360-View Feature","Desktop","No","No","Violated High","Interruption",-0.4,"","Desktop Web > Product Page > Product Images: Gallery UI, Videos & 360-Views","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/eed1a4c0/assessments/z0cwr89J",""
"#1096M","Avoid Excessively Tall Horizontal Scroll Areas on Mobile for Most Content","Mobile Web","No","No","Violated High","Interruption",-0.4,"","Mobile Web > Mobile Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e07ea3e4/assessments/ttxc_pbWrr","Yes, horizontally scrollable content is available · Yes the horizontally scrollable content takes up more than 50% of the vertical height of the viewport"
"#557D","Use a Single ‘Full Name’ Field","Desktop","No","Yes","Violated Low","Interruption",-0.2,"","Desktop Web > Cart & Checkout > User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/62560cfd/assessments/8KTVTad0","Two fields are displayed for the user's name"
"#811D","Provide a Cross-Sell Section That Only Contains Supplementary Products","Desktop","No","Yes","Neutral","Acceptable",0,"","Desktop Web > Product Page > Cross-Sells & Auxiliary Content","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/2d6f2402/assessments/SWF7oPnX","No supplementary products are suggested as cross-sells"
"#686D","Mark Both Required and Optional Fields","Desktop","Yes","Yes","Neutral","Acceptable",0,"","Desktop Web > Cart & Checkout > Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e12b1453/assessments/M0TqXM7Bl","Only required form fields are marked"
"#674D","Choosing the Right Interface Type for Optional Inputs","Desktop","No","No","Neutral","Acceptable",0,"","Desktop Web > Cart & Checkout > Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e12b1453/assessments/xiOUK7ury","One or more optional inputs present · Optional form fields present · Optional form fields present · Optional form fields present · Optional form fields present · Optional form fields present · Site-specific form fields are permanently displayed · One site-specific form field is permanently visible"
"#1774D","Invest in Monitoring Off-Site Discussions of the Site and Brand","Desktop","No","No","Neutral","Acceptable",0,"","Desktop Web > Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e908fb90/assessments/PhSkMBP-A","Only links to social media accounts are present in the global footer"
"#957M","Avoid Autorotating Carousels on Mobile Homepages","Mobile Web","No","Yes","Neutral","Acceptable",0,"Adjusted to neutral since different types of carousels are used and the UI could definately be improved.","Mobile Web > Mobile Homepage & Category Navigation > Mobile Homepage","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8d7e4818/assessments/R_BgOROiO","Carousel is available · Manual carousel is present"
"#958M","If Providing a Scoped Path on Mobile Homepages, Include the Full Scope in the Link Text","Mobile Web","No","Yes","Neutral","Acceptable",0,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Homepage","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8d7e4818/assessments/xCvt7Rb0fz","Scoped paths are available on the homepage · Product category name is included in the button or link text · Link or button text includes the narrow scope description "
"#249M","Consider Offering ""Thematic"" or ""Guided"" Product Browsing","Mobile Web","No","No","Neutral","Acceptable",0,"Available BUT can also be desgined and concepted better","Mobile Web > Mobile Homepage & Category Navigation > Mobile Homepage","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8d7e4818/assessments/X0c6Toyvf","""Thematic"" or ""Guided"" browsing available"
"#268M","Include an ""Accessories"" Subcategory within Relevant Categories","Mobile Web","No","No","Neutral","Acceptable",0,"Accessories are pretty hidden on the intermediary category page","Mobile Web > Mobile Homepage & Category Navigation > Mobile Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/31db2a2e/assessments/pb9MK3hJWx","Spec-driven product types that should have accessories are present · ""Accessories"" are implemented as subcategories for the main product categories · Accessory subcategories are implemented consistently · No or very few accessories show up in the category product list of the main product type"
"#311M","Consider Enhancing Intermediary Category Pages with Auxiliary Content and Links","Mobile Web","No","No","Neutral","Acceptable",0,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/31db2a2e/assessments/43DgabGja","Poor auxiliary content is present on the category pages "
"#355M","Autocorrect Obvious Misspellings on the Search Results Page","Mobile Web","No","Yes","Neutral","Acceptable",0,"","Mobile Web > Mobile On-Site Search > Mobile Search Results Layout & Filtering","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/475882d5/assessments/BjhxkzHK","There's no indication that the search query has been autocorrected, and the results are identical to the ""correct"" query"
"#531M","Prominently Display the Total Number of List Items or Search Results","Mobile Web","Yes","No","Neutral","Acceptable",0,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ade4a422/assessments/bi8pr94-6","No number of products is indicated  · Small catalog with less than 20 products in the broadest product list is present"
"#416M","Provide Text Fields for Numeric Filtering Values","Mobile Web","No","Yes","Neutral","Acceptable",0,"In den suchergebnissen kann man die größe in den filtern nur anhand statischer werte auswählen, im Konfigurator kann man es in Zahlenfelder eingeben.","Mobile Web > Mobile Product Lists & Filtering > Mobile Available Filters & Sorting","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd9ee16c/assessments/W49tkGnpa",""
"#1198M","Ensure the Paths to Filtering and Sorting on Mobile Are Prominent and Unambiguous","Mobile Web","No","Yes","Neutral","Acceptable",0,"Nur filtern verfügbar, aber kein sortieren","Mobile Web > Mobile Product Lists & Filtering > Mobile Filtering Interface, Scope & Logic","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6c5e724b/assessments/LK-ljTEO5",""
"#849M","Always Use Swatches as the Selector for Color Variations","Mobile Web","No","No","Neutral","Acceptable",0,"","Mobile Web > Mobile Product Page > Mobile Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a7e03826/assessments/YAIzfQ0OV","Products come in different color variations that are not shown on the same page"
"#811M","Provide a Cross-Sell Section That Only Contains Supplementary Products","Mobile Web","No","No","Neutral","Acceptable",0,"","Mobile Web > Mobile Product Page > Mobile Cross-Sells & Auxiliary Content","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/0c031079/assessments/6PErnaKpb","No supplementary products are suggested as cross-sells"
"#2128M","Interaction to Next Paint Score","Mobile Web","No","No","Neutral","Acceptable",0,"","Mobile Web > Mobile Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e07ea3e4/assessments/wu6gbbcb","200 - 500ms INP was calculated"
"#1774M","Invest in Monitoring Off-Site Discussions of the Site and Brand","Mobile Web","No","No","Neutral","Acceptable",0,"","Mobile Web > Mobile Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e07ea3e4/assessments/n0bsS5uD3","Only links to social media accounts are present in the global footer"
"#287D","Consider Making Product Categories the First Level of the Main Navigation","Desktop","No","Yes","Adhered High","Positive",0.4,"","Desktop Web > Homepage & Category Navigation > Main Navigation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ce2db8fb/assessments/ULKR9M0jvq","First level in the main navigation is the product categories"
"#300D","Highlight the Current Scope in the Main Navigation ","Desktop","Yes","Yes","Adhered High","Positive",0.4,"","Desktop Web > Homepage & Category Navigation > Main Navigation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ce2db8fb/assessments/pvqFivRMoR","Current scope is highlighted in the main navigation"
"#558D","Have a Single Phone Field","Desktop","Yes","No","Adhered High","Positive",0.4,"","Desktop Web > Cart & Checkout > User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/62560cfd/assessments/Cdikt2YP","Single ""Phone"" field is present · No phone type selection is requested · Single and complete ""Phone"" field is present"
"#1070M","Ensure Text in Mobile List Items and Search Results is Unselectable","Mobile Web","Yes","No","Adhered High","Positive",0.4,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bcdbc307/assessments/lILR7y8f4E","Text selection is disabled "
"#851M","Integrate Product Customization into the “Buy” Section or as a Separate Process","Mobile Web","No","No","Adhered High","Positive",0.4,"","Mobile Web > Mobile Product Page > Mobile Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a7e03826/assessments/Ze2GUtV9D","Products can be customized with custom product attributes · Complex product customization process is provided · Customization process is not integrated in full into the ""Buy"" section · Custom product attributes are nested in one place with a clear sequential flow"
"#250M","Divide Footer Links into Distinct Semantic Sections","Mobile Web","No","No","Adhered High","Positive",0.4,"","Mobile Web > Mobile Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e07ea3e4/assessments/386WCnCL1t","Site has 10 or more links in the footer · Footer is presented as collapsed content with clear and clickable headers"
"#931M","Request Location Info Only as Users Access Location-Dependent Features","Mobile Web","No","No","Adhered High","Positive",0.4,"","Mobile Web > Mobile Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e07ea3e4/assessments/tOG40vl3H1","No immediate location access request from the site is displayed · No location-dependent features are available"
"#342D","Ensure ""Non-Product"" Content Is Findable with Search","Desktop","No","No","Adhered Low","Positive",0.6,"There are content pages that are found in the search, such as ""Kontakt"" or ""Einbau"". ""Garantie"" however, does not.","Desktop Web > On-Site Search > Search Query Types","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/11fdb079/assessments/KrzdWci0r0",""
"#342M","Ensure ""Non-Product"" Content Is Findable with Search","Mobile Web","No","No","Adhered Low","Positive",0.6,"","Mobile Web > Mobile On-Site Search > Mobile Search Query Types","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/28038e11/assessments/ei1XiyK01l",""
"#944M","Always Provide a ""Submit"" Button Adjacent to the Search Field on Mobile","Mobile Web","No","No","Adhered Low","Positive",0.6,"","Mobile Web > Mobile On-Site Search > Mobile Search Form & Autocomplete","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a443569c/assessments/jm2tc7MEXE","No search submit button is available within or near the search field · Blue ""Search"" button is used on the touch keyboard "
"#1668D","Avoid Intermediary Category Pages for Small Product Catalogs","Desktop","No","No","Adhered Low","Positive",0.9,"","Desktop Web > Homepage & Category Navigation > Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/c04bf751/assessments/yn5CprDuY",""
"#1668M","Avoid Intermediary Category Pages for Small Product Catalogs","Mobile Web","No","No","Adhered Low","Positive",0.9,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/31db2a2e/assessments/F8RGe8C71O",""
"#851D","Integrate Product Customization into the “Buy” Section or as a Separate Process","Desktop","No","No","Adhered High","Positive",1,"","Desktop Web > Product Page > Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/5dcd245b/assessments/J0BoiZoR","Products can be customized with custom product attributes · Complex product customization process is provided · Customization process is not integrated in full into the ""Buy"" section · Custom product attributes are nested in one place with a clear sequential flow"
"#1706D","Provide Comprehensive Sitewide FAQs","Desktop","No","No","Adhered Low","Positive",1,"","Desktop Web > Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e908fb90/assessments/AvgQODrH2","Sitewide FAQs are available · Only two relevant topics are covered · Brand information is missing"
"#1706M","Provide Comprehensive Sitewide FAQs","Mobile Web","No","No","Adhered Low","Positive",1,"","Mobile Web > Mobile Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e07ea3e4/assessments/Lp3_uihJp","Sitewide FAQs are available · Only two relevant topics are covered · Brand information is missing"
"#402D","Ensure All Filters Provided are Relevant to Search Queries","Desktop","No","No","Adhered High","Positive",1.2,"","Desktop Web > On-Site Search > Search Results Layout & Filtering","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b183a8b5/assessments/Kg4CtDqq","Relevant filters are provided on the search results page"
"#457D","Avoid Misleading or Unclear List Item Thumbnails","Desktop","No","No","Adhered High","Positive",1.2,"","Desktop Web > Product Lists & Filtering > List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd16800a/assessments/m85pfdk4t","Clear from the thumbnail what product is being sold"
"#290D","Ensure Text That Overlays Images Is Legible","Desktop","No","No","Adhered High","Positive",1.2,"","Desktop Web > Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e908fb90/assessments/ymLV___1G","Images with text overlaying them are available · Legible text is displayed"
"#250D","Divide Footer Links into Distinct Semantic Sections","Desktop","No","No","Adhered High","Positive",1.2,"","Desktop Web > Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e908fb90/assessments/xCZJWGHDB","Site has 10 or more links in the footer · Semantic sections with headers are present in the footer"
"#2337D","Avoid Using Footnotes","Desktop","No","No","Adhered High","Positive",1.2,"","Desktop Web > Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e908fb90/assessments/2urdkjat","No footnotes are used to provide additional information"
"#361M","Include Category Scope Suggestions in Autocomplete When Relevant","Mobile Web","No","Yes","Adhered High","Positive",1.2,"","Mobile Web > Mobile On-Site Search > Mobile Search Form & Autocomplete","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a443569c/assessments/BFN84Z4k","Category scope suggestions appear in search autocomplete · Category scope suggestions are visually distinct, relevant, and do not suggest redundant category scopes"
"#457M","Avoid Misleading or Unclear List Item Thumbnails","Mobile Web","No","No","Adhered High","Positive",1.2,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/rzWw-tbgX","Clear from the thumbnail what product is being sold"
"#1141M","Avoid Using Subpages within the Mobile Product Details Page","Mobile Web","No","No","Adhered High","Positive",1.2,"","Mobile Web > Mobile Product Page > Mobile Product Page Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/232c5576/assessments/RApU_A1lPu","No subpages or full-screen overlays are used for product page sections"
"#1488M","Scale Product Images Proportionally When Switching to Landscape Mode on Mobile","Mobile Web","No","No","Adhered High","Positive",1.2,"","Mobile Web > Mobile Product Page > Mobile Product Images: Gallery UI, Videos & 360-Views","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/540032a2/assessments/xZiy1EOWY","Product images are significantly larger in landscape mode than portrait mode · Image quality is similarly high across orientations"
"#290M","Ensure Text That Overlays Images Is Legible","Mobile Web","No","No","Adhered High","Positive",1.2,"","Mobile Web > Mobile Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e07ea3e4/assessments/EE7zFz2gMS","Images with text overlaying them are available · Legible text is displayed"
"#344D","Provide Relevant Results for Search Queries That Include Abbreviations and Symbols","Desktop","No","Yes","Adhered Low","Positive",1.3,"Abbreviations are not really relevant at Pirnar. At most Alu instead of ‘aluminium’","Desktop Web > On-Site Search > Search Query Types","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/11fdb079/assessments/dygd__Tx7",""
"#344M","Provide Relevant Results for Search Queries That Include Abbreviations and Symbols","Mobile Web","No","Yes","Adhered Low","Positive",1.3,"","Mobile Web > Mobile On-Site Search > Mobile Search Query Types","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/28038e11/assessments/Gws2_YEknPX",""
"#456M","Maximize the Visual Product Information Provided by Thumbnails for Visually Driven Product Types","Mobile Web","No","No","Adhered Low","Positive",1.3,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/dqn1cpoc","Large thumbnails for the list items are available · Tightly cropped products in thumbnails are displayed · Excessive white space between thumbnails is present"
