"Code","Title","Platform","Is Low Cost","Is Missed Opportunity","Judgement","Impact","Impact Score","Notes","Topic","Review Tool Link","Selected scenarios"
"#2320M","Always Integrate “Free Shipping” Information in the Cart Order Cost Summary","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ee6e1406/assessments/8zdi5uld",
"#622M","Provide a “Save for Later” Feature in the Cart","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ee6e1406/assessments/kxZHlVASlr",
"#2151M","Use Buttons or Buttons Plus an Open Text Field for Updating Cart Quantity","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ee6e1406/assessments/e729hvz2",
"#2160M","Always Link Cart Items to Their Product Pages","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ee6e1406/assessments/xy7haaht",
"#2139M","Avoid Overly Prominent Ads in the Cart","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ee6e1406/assessments/8irdtosb",
"#603M","Always Provide a Clear Path to “View Cart” in “Added to Cart” Confirmations ","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ee6e1406/assessments/gNX_I9aht",
"#1490M","Always Feature Essential Product Details and the Product Thumbnail In the “Added to Cart” Overlay","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ee6e1406/assessments/W3gtEGQT8",
"#2157M","Persist Cart Contents and Inform Users of any Changes to Cart Items","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ee6e1406/assessments/gsccuop3",
"#637M","Always Provide Users with a ""Guest Checkout"" Option","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6f9f8f89/assessments/dwYkSjNfa",
"#652M","Make ""Guest Checkout"" the Most Prominent Option","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6f9f8f89/assessments/LA8j757WbH",
"#677M","Avoid Unnecessarily Complex Password-Creation Requirements","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6f9f8f89/assessments/Iw7uepdsIo",
"#676M","Display All Password-Creation Requirements Upfront","Mobile Web","Yes","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6f9f8f89/assessments/U4FsIgUcA5t",
"#665M","Always Allow Users to “Show Password”","Mobile Web","Yes","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6f9f8f89/assessments/tU0rVYgKD",
"#640M","Always Provide the Benefits of Creating an Account","Mobile Web","Yes","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Account Selection & Creation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6f9f8f89/assessments/mom2w4LKOgF",
"#731M","Explain Why the “Phone Number” Field Is Required","Mobile Web","Yes","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ec47b217/assessments/nNpxZMguR",
"#566M","Use ""Shipping Address"" as ""Billing Address"" by Default","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ec47b217/assessments/3nfkWsz2g",
"#558M","Have a Single Phone Field","Mobile Web","Yes","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ec47b217/assessments/pO5Q8tcYbD",
"#557M","Use a Single ‘Full Name’ Field","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ec47b217/assessments/bceDVw4tCJ",
"#2263M","Consider Providing an Option for Text Message Order Notifications","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ec47b217/assessments/dpb9k4pf",
"#2266M","Provide a ""Fully Automatic Address Lookup"" Feature","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ec47b217/assessments/4uad7kv1",
"#561M","Autodetect City and State Immediately After Zip Code is Provided","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ec47b217/assessments/2PAJB3068",
"#625M","Have an Address Validator","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ec47b217/assessments/gT4ELNSUGXf",
"#627M","Highlight the Address Validator's Suggested Changes","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ec47b217/assessments/WQU1qYFoz1g",
"#629M","Autocorrect Minor Address Errors","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile User Information & Address","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ec47b217/assessments/IAecFsRFG9a",
"#544M","Always Provide Costs Upfront for Every Shipping Option in the Shipping-Selection Interface","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/377c6eef/assessments/yg_QBldXW-",
"#547M","Present All Shipping Options Directly on the Page","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/377c6eef/assessments/XbHkRtZ1N",
"#2278M","Clearly Associate Each Shipping Option with Its Relevant Cost and Delivery Details ","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/377c6eef/assessments/qqbk6ao1",
"#543M","Use “Delivery Date” Instead of “Delivery Speed”","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/377c6eef/assessments/Qz1FpFJm1",
"#548M","Show Order Cutoff Time as a Countdown","Mobile Web","Yes","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/377c6eef/assessments/p5-0gFwHJn",
"#632M","Include All Fulfillment Options in the Shipping-Selector Interface","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/377c6eef/assessments/5LNQLTgswh",
"#631M","Always Fully Describe Alternative Fulfillment Options","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/377c6eef/assessments/LPq2CCoihn",
"#634M","Use IP Geotargeting to Suggest the Nearest Store for In-Store Pickup","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/377c6eef/assessments/IDh8pnh6w",
"#2329M","Always Provide a Map in the Store Locator Feature","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/377c6eef/assessments/vyx07ekb",
"#2326M","Ensure the Store Locator Indicates the Stock Status of Items Selected for Pickup","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/377c6eef/assessments/2z2yiv59",
"#671M","Always Provide One or More Third-Party Payment Options","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/xH6JEknTW",
"#2363M","Avoid Automatically Funneling Users into Third-Party Payment Flows","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/jv33pr06",
"#2340M","Consider Autoapplying Discounts and Applicable Promo Codes When Possible","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/aj27bcn9",
"#615M","Always Hide Coupon & Promotional Fields Behind a Link","Mobile Web","Yes","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/bIAic8Viku",
"#672M","Dynamically Update the Primary Button  at the Payment Step for Third-Party Payment Selections","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/JUNL8Pcr9",
"#586M","Use Precise Primary Button Microcopy that Clarifies if a Credit Card Order Will Be Finalized at the Payment Step","Mobile Web","Yes","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/R7S4IiTWLn",
"#721M","Check Credit Card Validity as Users Submit the Payment Step","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/4Ui1QGM2m",
"#2378M","Provide Payment Schedule, Interest Rate, and Credit Score Information for Financing Options","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/gj7rbssg",
"#2381M","Provide a Scannable Summary of Key Financing Details","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/4pjh5t1f",
"#582M","Luhn Validate the Credit Card Number Field","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/LiQJ8uyQ_Oj",
"#594M","Autoformat Sp​aces in the “Credit Card Number” Field","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/LVItNLQTSsl",
"#2441M","Support Users Entering Data from a Physical Credit Card","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/1251c790/assessments/xfp3zpuo",
"#2387M","Always Provide an Order Review Step for Multistep Checkouts","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Order Review & Confirmation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3dcc1e81/assessments/82ptkkp4",
"#552M","For Multistep Checkouts, Allow Users to Edit Data Directly at the Review Step","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Order Review & Confirmation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3dcc1e81/assessments/FqFSX0YSd_i",
"#556M","Have a ""Place Order"" Button Above the Fold at the Review Step","Mobile Web","Yes","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Order Review & Confirmation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3dcc1e81/assessments/IBob-yKOFO",
"#2384M","Avoid Presenting Important New Information at the Review Step","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Order Review & Confirmation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3dcc1e81/assessments/rvqlrkjf",
"#551M","Ensure the Order Review Step Provides a Comprehensive Summary of Users’ Order Information","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Order Review & Confirmation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3dcc1e81/assessments/TzAs59PT9A",
"#722M","Use ‘Adaptive Error Messages’ that Match the User’s Specific Subissue","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile General Form Design and Checkout Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b96b9e2a/assessments/zyCw6wef3_8",
"#719M","Always Autoscroll Users to the Field with Errors or an ""Error Summary""","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile General Form Design and Checkout Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b96b9e2a/assessments/Bb_cO_Yw5Vp",
"#606M","Use an ""Enclosed Checkout"" Design","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile General Form Design and Checkout Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b96b9e2a/assessments/2ukylxmt",
"#611M","Always Provide Accurate Process Steps for Multistep Processes","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile General Form Design and Checkout Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b96b9e2a/assessments/bozduunz",
"#613M","Always Implement Process Steps as Links","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile General Form Design and Checkout Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b96b9e2a/assessments/xwDVhlnCU55",
"#668M","Minimize the Number of Form Fields Users See by Default","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile General Form Design and Checkout Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/b96b9e2a/assessments/_N_9XYojy3c",
"#718M","Immediately Validate Users' Form Field Entries","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/bGp8Q956ZDx",
"#660M","Include the Associated Labels in the Hit Areas for Checkboxes and Radio Buttons","Mobile Web","Yes","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/hq89xhmQY",
"#674M","Choosing the Right Interface Type for Optional Inputs","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/a714x5ek",
"#686M","Mark Both Required and Optional Fields","Mobile Web","Yes","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/YeXvhOZCVp",
"#683M","Always Display Persistent Field Labels ","Mobile Web","Yes","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/5cLtMcGBRvx",
"#685M","Place Field Labels Above Their Respective Fields","Mobile Web","Yes","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/FPBQkfUhSG",
"#555M","Avoid Deleting Users' Typed Inputs","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/nErYtcTlg",
"#568M","Prefill Repeated Fields Based on Users’ Previous Inputs","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/leO40qQ4h",
"#659M","Be Very Cautious if Restricting Field Input Characters and Formatting","Mobile Web","No","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/aJQXc9YuK",
"#681M","Provide Tooltips for Unconventional Features, Fields, or Selections","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/79hnrJsNVP",
"#1100M","Consistently Show Appropriate Keyboard Layouts on Mobile","Mobile Web","Yes","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/2VQS0PKlQ",
"#948M","Disable Mobile Keyboard Autocorrect Where the Dictionary Is Weak","Mobile Web","Yes","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/jOLOeq_3dk",
"#1103M","Always Disable Autocapitalization for the “Email” Field","Mobile Web","Yes","No","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/9l7q1MErtO",
"#1108M","Dynamically Change Form Labels on Mobile from Above Fields to Left Aligned in Landscape Mode","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/4f1d0dfe/assessments/aoo9AnvrLH",
"#252M","Have Direct Links to ""Return Policy"" and ""Shipping Info"" in the Footer","Mobile Web","Yes","No","Not Applicable",,,"","Mobile Web > Mobile Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e07ea3e4/assessments/gk6PtHvvF8",""
